anio;mes;dia;barra;tension;valor
2025;7;1;ATACAMA_______220;220;129,98
2025;7;1;CARDONES______220;220;129,98
2025;7;1;CHARRUA_______220;220;151,03
2025;7;1;CRUCERO_______220;220;129,98
2025;7;1;P.AZUCAR______220;220;129,98
2025;7;1;P.MONTT_______220;220;158,18
2025;7;1;QUILLOTA______220;220;151,77
2025;7;1;TARAPACA______220;220;125,79
2025;7;2;ATACAMA_______220;220;108,15
2025;7;2;CARDONES______220;220;108,15
2025;7;2;CHARRUA_______220;220;158,86
2025;7;2;CRUCERO_______220;220;108,15
2025;7;2;P.AZUCAR______220;220;108,15
2025;7;2;P.MONTT_______220;220;159,29
2025;7;2;QUILLOTA______220;220;159,29
2025;7;2;TARAPACA______220;220;108,15
2025;7;3;ATACAMA_______220;220;118,40
2025;7;3;CARDONES______220;220;118,40
2025;7;3;CHARRUA_______220;220;118,75
2025;7;3;CRUCERO_______220;220;118,40
2025;7;3;P.AZUCAR______220;220;118,40
2025;7;3;P.MONTT_______220;220;111,78
2025;7;3;QUILLOTA______220;220;118,75
2025;7;3;TARAPACA______220;220;118,40
2025;7;4;ATACAMA_______220;220;142,48
2025;7;4;CARDONES______220;220;142,48
2025;7;4;CHARRUA_______220;220;138,50
2025;7;4;CRUCERO_______220;220;142,48
2025;7;4;P.AZUCAR______220;220;142,48
2025;7;4;P.MONTT_______220;220;138,43
2025;7;4;QUILLOTA______220;220;138,43
2025;7;4;TARAPACA______220;220;134,84
2025;7;5;ATACAMA_______220;220;116,11
2025;7;5;CARDONES______220;220;116,11
2025;7;5;CHARRUA_______220;220;109,21
2025;7;5;CRUCERO_______220;220;116,11
2025;7;5;P.AZUCAR______220;220;116,11
2025;7;5;P.MONTT_______220;220;109,21
2025;7;5;QUILLOTA______220;220;109,21
2025;7;5;TARAPACA______220;220;116,11
2025;7;6;ATACAMA_______220;220;77,28
2025;7;6;CARDONES______220;220;77,28
2025;7;6;CHARRUA_______220;220;76,66
2025;7;6;CRUCERO_______220;220;77,28
2025;7;6;P.AZUCAR______220;220;77,28
2025;7;6;P.MONTT_______220;220;77,32
2025;7;6;QUILLOTA______220;220;76,66
2025;7;6;TARAPACA______220;220;77,28
2025;7;7;ATACAMA_______220;220;72,27
2025;7;7;CARDONES______220;220;72,27
2025;7;7;CHARRUA_______220;220;74,12
2025;7;7;CRUCERO_______220;220;72,27
2025;7;7;P.AZUCAR______220;220;72,27
2025;7;7;P.MONTT_______220;220;73,40
2025;7;7;QUILLOTA______220;220;74,12
2025;7;7;TARAPACA______220;220;72,27
2025;7;8;ATACAMA_______220;220;79,96
2025;7;8;CARDONES______220;220;79,96
2025;7;8;CHARRUA_______220;220;85,33
2025;7;8;CRUCERO_______220;220;79,96
2025;7;8;P.AZUCAR______220;220;79,96
2025;7;8;P.MONTT_______220;220;77,03
2025;7;8;QUILLOTA______220;220;85,33
2025;7;8;TARAPACA______220;220;97,66
2025;7;9;ATACAMA_______220;220;88,49
2025;7;9;CARDONES______220;220;88,49
2025;7;9;CHARRUA_______220;220;104,40
2025;7;9;CRUCERO_______220;220;88,49
2025;7;9;P.AZUCAR______220;220;88,49
2025;7;9;P.MONTT_______220;220;111,46
2025;7;9;QUILLOTA______220;220;104,40
2025;7;9;TARAPACA______220;220;88,49
2025;7;10;ATACAMA_______220;220;81,64
2025;7;10;CARDONES______220;220;81,64
2025;7;10;CHARRUA_______220;220;80,23
2025;7;10;CRUCERO_______220;220;81,64
2025;7;10;P.AZUCAR______220;220;81,64
2025;7;10;P.MONTT_______220;220;98,99
2025;7;10;QUILLOTA______220;220;80,23
2025;7;10;TARAPACA______220;220;81,64
2025;7;11;ATACAMA_______220;220;71,37
2025;7;11;CARDONES______220;220;71,37
2025;7;11;CHARRUA_______220;220;76,12
2025;7;11;CRUCERO_______220;220;71,37
2025;7;11;P.AZUCAR______220;220;71,37
2025;7;11;P.MONTT_______220;220;84,68
2025;7;11;QUILLOTA______220;220;76,12
2025;7;11;TARAPACA______220;220;71,37
2025;7;12;ATACAMA_______220;220;75,52
2025;7;12;CARDONES______220;220;75,52
2025;7;12;CHARRUA_______220;220;80,12
2025;7;12;CRUCERO_______220;220;75,52
2025;7;12;P.AZUCAR______220;220;75,52
2025;7;12;P.MONTT_______220;220;80,12
2025;7;12;QUILLOTA______220;220;75,52
2025;7;12;TARAPACA______220;220;75,52
2025;7;13;ATACAMA_______220;220;125,54
2025;7;13;CARDONES______220;220;125,54
2025;7;13;CHARRUA_______220;220;122,40
2025;7;13;CRUCERO_______220;220;125,54
2025;7;13;P.AZUCAR______220;220;125,54
2025;7;13;P.MONTT_______220;220;125,57
2025;7;13;QUILLOTA______220;220;122,55
2025;7;13;TARAPACA______220;220;125,54
2025;7;14;ATACAMA_______220;220;146,14
2025;7;14;CARDONES______220;220;146,14
2025;7;14;CHARRUA_______220;220;150,37
2025;7;14;CRUCERO_______220;220;146,14
2025;7;14;P.AZUCAR______220;220;146,14
2025;7;14;P.MONTT_______220;220;150,55
2025;7;14;QUILLOTA______220;220;150,55
2025;7;14;TARAPACA______220;220;134,45
2025;7;15;ATACAMA_______220;220;139,67
2025;7;15;CARDONES______220;220;139,90
2025;7;15;CHARRUA_______220;220;166,19
2025;7;15;CRUCERO_______220;220;139,90
2025;7;15;P.AZUCAR______220;220;139,90
2025;7;15;P.MONTT_______220;220;170,02
2025;7;15;QUILLOTA______220;220;166,43
2025;7;15;TARAPACA______220;220;132,13
2025;7;16;ATACAMA_______220;220;86,88
2025;7;16;CARDONES______220;220;87,01
2025;7;16;CHARRUA_______220;220;87,91
2025;7;16;CRUCERO_______220;220;87,01
2025;7;16;P.AZUCAR______220;220;87,01
2025;7;16;P.MONTT_______220;220;102,75
2025;7;16;QUILLOTA______220;220;87,91
2025;7;16;TARAPACA______220;220;91,47
2025;7;17;ATACAMA_______220;220;80,91
2025;7;17;CARDONES______220;220;80,91
2025;7;17;CHARRUA_______220;220;79,34
2025;7;17;CRUCERO_______220;220;80,91
2025;7;17;P.AZUCAR______220;220;82,09
2025;7;17;P.MONTT_______220;220;103,09
2025;7;17;QUILLOTA______220;220;79,34
2025;7;17;TARAPACA______220;220;80,91
2025;7;18;ATACAMA_______220;220;81,39
2025;7;18;CARDONES______220;220;81,39
2025;7;18;CHARRUA_______220;220;90,45
2025;7;18;CRUCERO_______220;220;81,39
2025;7;18;P.AZUCAR______220;220;88,67
2025;7;18;P.MONTT_______220;220;90,45
2025;7;18;QUILLOTA______220;220;90,45
2025;7;18;TARAPACA______220;220;75,96
2025;7;19;ATACAMA_______220;220;60,99
2025;7;19;CARDONES______220;220;61,07
2025;7;19;CHARRUA_______220;220;65,36
2025;7;19;CRUCERO_______220;220;61,07
2025;7;19;P.AZUCAR______220;220;62,13
2025;7;19;P.MONTT_______220;220;92,83
