anio;mes;dia;barra;tension;valor
2025;2;1;ATACAMA_______220;220;59,17
2025;2;1;CARDONES______220;220;59,72
2025;2;1;CHARRUA_______220;220;55,88
2025;2;1;CRUCERO_______220;220;61,56
2025;2;1;P.AZUCAR______220;220;59,00
2025;2;1;P.MONTT_______220;220;92,40
2025;2;1;QUILLOTA______220;220;57,83
2025;2;1;TARAPACA______220;220;62,07
2025;2;2;ATACAMA_______220;220;49,51
2025;2;2;CARDONES______220;220;49,28
2025;2;2;CHARRUA_______220;220;44,94
2025;2;2;CRUCERO_______220;220;51,29
2025;2;2;P.AZUCAR______220;220;48,34
2025;2;2;P.MONTT_______220;220;61,23
2025;2;2;QUILLOTA______220;220;46,81
2025;2;2;TARAPACA______220;220;57,01
2025;2;3;ATACAMA_______220;220;74,81
2025;2;3;CARDONES______220;220;73,30
2025;2;3;CHARRUA_______220;220;66,49
2025;2;3;CRUCERO_______220;220;76,83
2025;2;3;P.AZUCAR______220;220;70,96
2025;2;3;P.MONTT_______220;220;112,89
2025;2;3;QUILLOTA______220;220;67,94
2025;2;3;TARAPACA______220;220;77,13
2025;2;4;ATACAMA_______220;220;58,74
2025;2;4;CARDONES______220;220;56,76
2025;2;4;CHARRUA_______220;220;57,00
2025;2;4;CRUCERO_______220;220;58,53
2025;2;4;P.AZUCAR______220;220;56,37
2025;2;4;P.MONTT_______220;220;232,32
2025;2;4;QUILLOTA______220;220;57,05
2025;2;4;TARAPACA______220;220;71,01
2025;2;5;ATACAMA_______220;220;79,15
2025;2;5;CARDONES______220;220;75,27
2025;2;5;CHARRUA_______220;220;71,38
2025;2;5;CRUCERO_______220;220;78,55
2025;2;5;P.AZUCAR______220;220;74,28
2025;2;5;P.MONTT_______220;220;128,36
2025;2;5;QUILLOTA______220;220;71,77
2025;2;5;TARAPACA______220;220;100,30
2025;2;6;ATACAMA_______220;220;67,23
2025;2;6;CARDONES______220;220;65,45
2025;2;6;CHARRUA_______220;220;61,54
2025;2;6;CRUCERO_______220;220;67,33
2025;2;6;P.AZUCAR______220;220;64,91
2025;2;6;P.MONTT_______220;220;230,07
2025;2;6;QUILLOTA______220;220;63,72
2025;2;6;TARAPACA______220;220;73,11
2025;2;7;ATACAMA_______220;220;48,02
2025;2;7;CARDONES______220;220;47,85
2025;2;7;CHARRUA_______220;220;50,71
2025;2;7;CRUCERO_______220;220;48,24
2025;2;7;P.AZUCAR______220;220;48,90
2025;2;7;P.MONTT_______220;220;193,18
2025;2;7;QUILLOTA______220;220;51,68
2025;2;7;TARAPACA______220;220;70,49
2025;2;8;ATACAMA_______220;220;48,38
2025;2;8;CARDONES______220;220;48,20
2025;2;8;CHARRUA_______220;220;47,25
2025;2;8;CRUCERO_______220;220;48,88
2025;2;8;P.AZUCAR______220;220;48,54
2025;2;8;P.MONTT_______220;220;131,35
2025;2;8;QUILLOTA______220;220;48,79
2025;2;8;TARAPACA______220;220;46,41
2025;2;9;ATACAMA_______220;220;45,19
2025;2;9;CARDONES______220;220;43,42
2025;2;9;CHARRUA_______220;220;39,32
2025;2;9;CRUCERO_______220;220;45,74
2025;2;9;P.AZUCAR______220;220;42,60
2025;2;9;P.MONTT_______220;220;161,73
2025;2;9;QUILLOTA______220;220;40,48
2025;2;9;TARAPACA______220;220;44,98
2025;2;10;ATACAMA_______220;220;88,63
2025;2;10;CARDONES______220;220;84,19
2025;2;10;CHARRUA_______220;220;76,80
2025;2;10;CRUCERO_______220;220;88,75
