anio;mes;dia;barra;tension;valor
2024;11;1;ATACAMA_______220;220;37,28
2024;11;1;CARDONES______220;220;34,98
2024;11;1;CHARRUA_______220;220;22,73
2024;11;1;CRUCERO_______220;220;36,92
2024;11;1;P.AZUCAR______220;220;34,04
2024;11;1;P.MONTT_______220;220;23,05
2024;11;1;QUILLOTA______220;220;33,19
2024;11;1;TARAPACA______220;220;39,51
2024;11;2;ATACAMA_______220;220;30,40
2024;11;2;CARDONES______220;220;28,21
2024;11;2;CHARRUA_______220;220;24,86
2024;11;2;CRUCERO_______220;220;30,01
2024;11;2;P.AZUCAR______220;220;27,22
2024;11;2;P.MONTT_______220;220;26,72
2024;11;2;QUILLOTA______220;220;27,20
2024;11;2;TARAPACA______220;220;32,29
2024;11;3;ATACAMA_______220;220;63,26
2024;11;3;CARDONES______220;220;58,25
2024;11;3;CHARRUA_______220;220;48,87
2024;11;3;CRUCERO_______220;220;62,65
2024;11;3;P.AZUCAR______220;220;56,18
2024;11;3;P.MONTT_______220;220;47,07
2024;11;3;QUILLOTA______220;220;55,95
2024;11;3;TARAPACA______220;220;67,42
2024;11;4;ATACAMA_______220;220;52,45
2024;11;4;CARDONES______220;220;47,32
2024;11;4;CHARRUA_______220;220;36,22
2024;11;4;CRUCERO_______220;220;51,76
2024;11;4;P.AZUCAR______220;220;45,46
2024;11;4;P.MONTT_______220;220;31,49
2024;11;4;QUILLOTA______220;220;45,81
2024;11;4;TARAPACA______220;220;55,28
2024;11;5;ATACAMA_______220;220;63,76
2024;11;5;CARDONES______220;220;58,68
2024;11;5;CHARRUA_______220;220;52,25
2024;11;5;CRUCERO_______220;220;62,93
2024;11;5;P.AZUCAR______220;220;56,75
2024;11;5;P.MONTT_______220;220;49,00
2024;11;5;QUILLOTA______220;220;57,20
2024;11;5;TARAPACA______220;220;62,30
2024;11;6;ATACAMA_______220;220;58,04
2024;11;6;CARDONES______220;220;54,80
2024;11;6;CHARRUA_______220;220;42,27
2024;11;6;CRUCERO_______220;220;57,40
2024;11;6;P.AZUCAR______220;220;53,22
2024;11;6;P.MONTT_______220;220;45,29
2024;11;6;QUILLOTA______220;220;53,72
2024;11;6;TARAPACA______220;220;61,47
2024;11;7;ATACAMA_______220;220;62,07
2024;11;7;CARDONES______220;220;58,13
2024;11;7;CHARRUA_______220;220;55,04
2024;11;7;CRUCERO_______220;220;61,44
2024;11;7;P.AZUCAR______220;220;56,30
2024;11;7;P.MONTT_______220;220;56,38
2024;11;7;QUILLOTA______220;220;63,06
2024;11;7;TARAPACA______220;220;65,95
2024;11;8;ATACAMA_______220;220;137,91
2024;11;8;CARDONES______220;220;129,09
2024;11;8;CHARRUA_______220;220;113,72
2024;11;8;CRUCERO_______220;220;136,62
2024;11;8;P.AZUCAR______220;220;127,11
2024;11;8;P.MONTT_______220;220;99,91
2024;11;8;QUILLOTA______220;220;123,97
2024;11;8;TARAPACA______220;220;147,52
2024;11;9;ATACAMA_______220;220;68,59
2024;11;9;CARDONES______220;220;64,64
2024;11;9;CHARRUA_______220;220;56,38
2024;11;9;CRUCERO_______220;220;68,00
2024;11;9;P.AZUCAR______220;220;63,01
2024;11;9;P.MONTT_______220;220;56,54
2024;11;9;QUILLOTA______220;220;60,83
2024;11;9;TARAPACA______220;220;72,99
2024;11;10;ATACAMA_______220;220;63,27
2024;11;10;CARDONES______220;220;51,78
2024;11;10;CHARRUA_______220;220;37,23
2024;11;10;CRUCERO_______220;220;62,81
2024;11;10;P.AZUCAR______220;220;49,78
2024;11;10;P.MONTT_______220;220;40,60
2024;11;10;QUILLOTA______220;220;48,60
2024;11;10;TARAPACA______220;220;68,11
2024;11;11;ATACAMA_______220;220;61,83
2024;11;11;CARDONES______220;220;41,16
2024;11;11;CHARRUA_______220;220;36,42
2024;11;11;CRUCERO_______220;220;61,34
2024;11;11;P.AZUCAR______220;220;39,78
2024;11;11;P.MONTT_______220;220;38,70
2024;11;11;QUILLOTA______220;220;41,18
2024;11;11;TARAPACA______220;220;66,43
2024;11;12;ATACAMA_______220;220;103,80
2024;11;12;CARDONES______220;220;87,40
2024;11;12;CHARRUA_______220;220;75,34
2024;11;12;CRUCERO_______220;220;103,49
2024;11;12;P.AZUCAR______220;220;84,67
2024;11;12;P.MONTT_______220;220;30,63
2024;11;12;QUILLOTA______220;220;86,18
2024;11;12;TARAPACA______220;220;112,09
2024;11;13;ATACAMA_______220;220;50,57
2024;11;13;CARDONES______220;220;50,51
2024;11;13;CHARRUA_______220;220;40,01
2024;11;13;CRUCERO_______220;220;52,32
2024;11;13;P.AZUCAR______220;220;49,76
2024;11;13;P.MONTT_______220;220;37,82
2024;11;13;QUILLOTA______220;220;49,28
