anio;mes;dia;barra;tension;valor
2024;2;4;P.MONTT_______220;220;59,33
2024;2;18;TARAPACA______220;220;43,92
2024;2;1;CARDONES______220;220;35,85
2024;2;19;P.AZUCAR______220;220;50,57
2024;2;16;CRUCERO_______220;220;52,32
2024;2;28;ATACAMA_______220;220;41,77
2024;2;1;TARAPACA______220;220;38,41
2024;2;2;P.AZUCAR______220;220;36,70
2024;2;21;P.MONTT_______220;220;93,52
2024;2;5;CHARRUA_______220;220;83,03
2024;2;18;CARDONES______220;220;40,38
2024;2;11;ATACAMA_______220;220;38,77
2024;2;14;CHARRUA_______220;220;65,68
2024;2;28;P.AZUCAR______220;220;44,82
2024;2;14;QUILLOTA______220;220;68,57
2024;2;27;P.AZUCAR______220;220;45,10
2024;2;24;CRUCERO_______220;220;40,47
2024;2;20;ATACAMA_______220;220;87,29
2024;2;9;TARAPACA______220;220;47,24
2024;2;13;P.MONTT_______220;220;131,94
2024;2;7;CRUCERO_______220;220;47,78
2024;2;10;P.AZUCAR______220;220;42,92
2024;2;3;ATACAMA_______220;220;44,37
2024;2;26;TARAPACA______220;220;60,98
2024;2;10;CARDONES______220;220;43,52
2024;2;27;CARDONES______220;220;45,42
2024;2;6;CHARRUA_______220;220;56,95
2024;2;23;CHARRUA_______220;220;40,24
2024;2;23;QUILLOTA______220;220;42,09
2024;2;6;QUILLOTA______220;220;59,48
2024;2;20;P.MONTT_______220;220;145,79
2024;2;3;P.MONTT_______220;220;114,97
2024;2;17;CRUCERO_______220;220;39,72
2024;2;29;ATACAMA_______220;220;42,45
2024;2;2;TARAPACA______220;220;40,61
2024;2;3;P.AZUCAR______220;220;40,71
2024;2;17;CARDONES______220;220;38,03
2024;2;12;ATACAMA_______220;220;55,98
2024;2;29;P.AZUCAR______220;220;45,63
2024;2;15;CHARRUA_______220;220;71,48
2024;2;19;TARAPACA______220;220;53,56
2024;2;12;P.AZUCAR______220;220;50,59
2024;2;15;QUILLOTA______220;220;74,07
2024;2;12;P.MONTT_______220;220;5,18
2024;2;25;CRUCERO_______220;220;45,23
2024;2;21;ATACAMA_______220;220;75,32
2024;2;10;TARAPACA______220;220;47,36
2024;2;8;CRUCERO_______220;220;67,44
2024;2;11;P.AZUCAR______220;220;34,38
2024;2;27;TARAPACA______220;220;48,59
2024;2;9;CARDONES______220;220;44,39
2024;2;4;ATACAMA_______220;220;42,70
2024;2;26;CARDONES______220;220;58,47
2024;2;29;P.MONTT_______220;220;92,13
2024;2;24;QUILLOTA______220;220;38,30
2024;2;20;P.AZUCAR______220;220;80,88
2024;2;7;CHARRUA_______220;220;53,07
2024;2;7;QUILLOTA______220;220;54,51
2024;2;24;CHARRUA_______220;220;36,21
2024;2;17;P.AZUCAR______220;220;37,22
2024;2;20;QUILLOTA______220;220;78,72
2024;2;19;P.MONTT_______220;220;50,70
2024;2;3;QUILLOTA______220;220;39,00
2024;2;3;CARDONES______220;220;41,81
2024;2;20;TARAPACA______220;220;86,98
2024;2;22;CRUCERO_______220;220;61,84
2024;2;26;ATACAMA_______220;220;53,50
2024;2;3;TARAPACA______220;220;44,98
2024;2;5;CRUCERO_______220;220;81,81
2024;2;20;CARDONES______220;220;81,99
2024;2;9;ATACAMA_______220;220;45,72
2024;2;16;CHARRUA_______220;220;47,96
2024;2;2;P.MONTT_______220;220;59,80
2024;2;25;P.AZUCAR______220;220;44,14
2024;2;29;QUILLOTA______220;220;45,47
2024;2;28;P.MONTT_______220;220;113,86
2024;2;12;QUILLOTA______220;220;48,88
2024;2;11;P.MONTT_______220;220;51,32
2024;2;8;P.AZUCAR______220;220;63,93
2024;2;11;TARAPACA______220;220;39,69
2024;2;18;ATACAMA_______220;220;41,20
2024;2;13;CRUCERO_______220;220;57,16
2024;2;1;ATACAMA_______220;220;33,99
2024;2;12;CARDONES______220;220;51,98
2024;2;28;TARAPACA______220;220;48,22
2024;2;29;CARDONES______220;220;45,62
2024;2;8;CHARRUA_______220;220;70,55
2024;2;25;CHARRUA_______220;220;41,06
2024;2;21;QUILLOTA______220;220;68,01
2024;2;1;P.AZUCAR______220;220;35,49
2024;2;4;QUILLOTA______220;220;37,49
2024;2;2;CARDONES______220;220;37,67
2024;2;18;P.AZUCAR______220;220;39,47
2024;2;15;CRUCERO_______220;220;84,26
2024;2;27;ATACAMA_______220;220;42,34
2024;2;4;TARAPACA______220;220;43,08
2024;2;6;CRUCERO_______220;220;58,18
2024;2;19;CARDONES______220;220;50,50
2024;2;10;ATACAMA_______220;220;40,51
2024;2;18;P.MONTT_______220;220;10,96
2024;2;1;P.MONTT_______220;220;153,49
2024;2;17;CHARRUA_______220;220;34,60
2024;2;21;TARAPACA______220;220;76,01
2024;2;26;CHARRUA_______220;220;55,75
2024;2;13;QUILLOTA______220;220;54,63
2024;2;9;P.AZUCAR______220;220;43,72
2024;2;27;P.MONTT_______220;220;65,74
2024;2;26;P.AZUCAR______220;220;58,59
2024;2;23;CRUCERO_______220;220;43,77
2024;2;12;TARAPACA______220;220;56,59
2024;2;19;ATACAMA_______220;220;47,48
2024;2;14;CRUCERO_______220;220;75,95
2024;2;11;CARDONES______220;220;35,78
2024;2;2;ATACAMA_______220;220;39,34
2024;2;29;TARAPACA______220;220;47,86
2024;2;28;CARDONES______220;220;45,08
2024;2;10;P.MONTT_______220;220;120,28
2024;2;22;QUILLOTA______220;220;71,71
2024;2;5;QUILLOTA______220;220;87,00
2024;2;9;CHARRUA_______220;220;43,47
2024;2;15;ATACAMA_______220;220;82,60
2024;2;18;CHARRUA_______220;220;35,70
2024;2;18;QUILLOTA______220;220;38,40
2024;2;1;QUILLOTA______220;220;34,83
2024;2;5;CARDONES______220;220;80,02
2024;2;22;TARAPACA______220;220;63,70
2024;2;15;P.AZUCAR______220;220;77,29
2024;2;20;CRUCERO_______220;220;84,62
2024;2;24;ATACAMA_______220;220;37,13
2024;2;17;P.MONTT_______220;220;65,29
2024;2;3;CRUCERO_______220;220;43,60
2024;2;5;TARAPACA______220;220;84,24
2024;2;22;CARDONES______220;220;60,58
2024;2;1;CHARRUA_______220;220;32,81
2024;2;7;ATACAMA_______220;220;48,87
2024;2;23;CARDONES______220;220;42,98
2024;2;10;CHARRUA_______220;220;41,01
2024;2;27;CHARRUA_______220;220;45,19
2024;2;27;QUILLOTA______220;220;46,97
2024;2;10;QUILLOTA______220;220;42,14
2024;2;23;P.AZUCAR______220;220;42,81
2024;2;26;P.MONTT_______220;220;167,49
2024;2;28;CRUCERO_______220;220;46,78
2024;2;16;ATACAMA_______220;220;49,10
2024;2;13;TARAPACA______220;220;58,73
2024;2;9;P.MONTT_______220;220;100,44
2024;2;11;CRUCERO_______220;220;38,54
2024;2;6;P.AZUCAR______220;220;55,16
2024;2;14;CARDONES______220;220;72,31
2024;2;2;CHARRUA_______220;220;42,44
2024;2;15;TARAPACA______220;220;86,68
2024;2;19;CHARRUA_______220;220;47,23
2024;2;16;P.AZUCAR______220;220;49,76
2024;2;19;QUILLOTA______220;220;50,44
2024;2;2;QUILLOTA______220;220;44,28
2024;2;16;P.MONTT_______220;220;137,56
2024;2;4;CARDONES______220;220;40,08
2024;2;21;CRUCERO_______220;220;73,68
2024;2;25;ATACAMA_______220;220;45,52
2024;2;4;CRUCERO_______220;220;41,76
2024;2;6;TARAPACA______220;220;59,94
2024;2;21;CARDONES______220;220;70,86
2024;2;8;ATACAMA_______220;220;69,80
2024;2;23;TARAPACA______220;220;45,13
2024;2;28;QUILLOTA______220;220;44,18
2024;2;24;P.AZUCAR______220;220;39,00
2024;2;11;QUILLOTA______220;220;32,71
2024;2;11;CHARRUA_______220;220;31,26
2024;2;28;CHARRUA_______220;220;42,66
2024;2;8;P.MONTT_______220;220;42,97
2024;2;29;CRUCERO_______220;220;46,35
2024;2;17;ATACAMA_______220;220;40,64
2024;2;14;TARAPACA______220;220;78,01
2024;2;12;CRUCERO_______220;220;55,07
2024;2;7;P.AZUCAR______220;220;49,48
2024;2;13;CARDONES______220;220;53,52
2024;2;25;P.MONTT_______220;220;67,44
2024;2;16;TARAPACA______220;220;53,80
2024;2;18;CRUCERO_______220;220;42,66
2024;2;1;CRUCERO_______220;220;37,21
2024;2;3;CHARRUA_______220;220;37,13
2024;2;16;CARDONES______220;220;50,06
2024;2;20;CHARRUA_______220;220;75,31
2024;2;13;ATACAMA_______220;220;58,01
2024;2;6;P.MONTT_______220;220;58,33
2024;2;13;P.AZUCAR______220;220;51,97
2024;2;16;QUILLOTA______220;220;49,18
2024;2;15;P.MONTT_______220;220;199,86
2024;2;26;CRUCERO_______220;220;59,14
2024;2;22;ATACAMA_______220;220;55,79
2024;2;7;TARAPACA______220;220;49,28
2024;2;9;CRUCERO_______220;220;45,87
2024;2;24;TARAPACA______220;220;41,77
2024;2;8;CARDONES______220;220;65,18
2024;2;12;CHARRUA_______220;220;46,99
2024;2;5;ATACAMA_______220;220;84,68
2024;2;25;CARDONES______220;220;44,62
2024;2;29;CHARRUA_______220;220;43,26
2024;2;25;QUILLOTA______220;220;43,44
2024;2;21;P.AZUCAR______220;220;69,82
2024;2;24;P.MONTT_______220;220;143,69
2024;2;8;QUILLOTA______220;220;73,56
2024;2;7;P.MONTT_______220;220;122,66
2024;2;4;P.AZUCAR______220;220;39,14
2024;2;2;CRUCERO_______220;220;39,40
2024;2;15;CARDONES______220;220;79,09
2024;2;14;ATACAMA_______220;220;77,39
2024;2;22;P.MONTT_______220;220;82,54
2024;2;4;CHARRUA_______220;220;35,55
2024;2;21;CHARRUA_______220;220;64,50
2024;2;17;TARAPACA______220;220;40,94
2024;2;5;P.MONTT_______220;220;183,52
2024;2;17;QUILLOTA______220;220;36,30
2024;2;14;P.AZUCAR______220;220;71,07
2024;2;19;CRUCERO_______220;220;51,98
2024;2;6;CARDONES______220;220;56,05
2024;2;8;TARAPACA______220;220;69,28
2024;2;23;ATACAMA_______220;220;39,37
2024;2;10;CRUCERO_______220;220;45,93
2024;2;25;TARAPACA______220;220;46,66
2024;2;7;CARDONES______220;220;46,10
2024;2;6;ATACAMA_______220;220;59,69
2024;2;24;CARDONES______220;220;39,40
2024;2;14;P.MONTT_______220;220;202,39
2024;2;26;QUILLOTA______220;220;58,20
2024;2;13;CHARRUA_______220;220;52,35
2024;2;9;QUILLOTA______220;220;45,12
2024;2;22;CHARRUA_______220;220;69,44
2024;2;5;P.AZUCAR______220;220;79,35
2024;2;23;P.MONTT_______220;220;105,10
2024;2;22;P.AZUCAR______220;220;60,81
2024;2;27;CRUCERO_______220;220;47,10
