anio;mes;dia;barra;tension;valor
2024;9;1;ATACAMA_______220;220;93,08
2024;9;1;CARDONES______220;220;93,26
2024;9;1;CHARRUA_______220;220;40,50
2024;9;1;CRUCERO_______220;220;94,72
2024;9;1;P.AZUCAR______220;220;42,88
2024;9;1;P.MONTT_______220;220;43,99
2024;9;1;QUILLOTA______220;220;43,05
2024;9;1;TARAPACA______220;220;101,73
2024;9;2;ATACAMA_______220;220;49,92
2024;9;2;CARDONES______220;220;53,54
2024;9;2;CHARRUA_______220;220;54,88
2024;9;2;CRUCERO_______220;220;48,71
2024;9;2;P.AZUCAR______220;220;53,83
2024;9;2;P.MONTT_______220;220;66,59
2024;9;2;QUILLOTA______220;220;56,49
2024;9;2;TARAPACA______220;220;47,96
2024;9;3;ATACAMA_______220;220;86,51
2024;9;3;CARDONES______220;220;59,06
2024;9;3;CHARRUA_______220;220;55,65
2024;9;3;CRUCERO_______220;220;84,65
2024;9;3;P.AZUCAR______220;220;57,66
2024;9;3;P.MONTT_______220;220;53,94
2024;9;3;QUILLOTA______220;220;58,49
2024;9;3;TARAPACA______220;220;90,83
2024;9;4;ATACAMA_______220;220;121,64
2024;9;4;CARDONES______220;220;90,30
2024;9;4;CHARRUA_______220;220;52,16
2024;9;4;CRUCERO_______220;220;122,86
2024;9;4;P.AZUCAR______220;220;54,75
2024;9;4;P.MONTT_______220;220;67,66
2024;9;4;QUILLOTA______220;220;55,55
2024;9;4;TARAPACA______220;220;125,96
2024;9;5;ATACAMA_______220;220;59,63
2024;9;5;CARDONES______220;220;59,25
2024;9;5;CHARRUA_______220;220;53,14
2024;9;5;CRUCERO_______220;220;60,97
2024;9;5;P.AZUCAR______220;220;50,99
2024;9;5;P.MONTT_______220;220;58,35
2024;9;5;QUILLOTA______220;220;54,85
2024;9;5;TARAPACA______220;220;65,72
2024;9;6;ATACAMA_______220;220;62,11
2024;9;6;CARDONES______220;220;61,01
2024;9;6;CHARRUA_______220;220;61,26
2024;9;6;CRUCERO_______220;220;63,46
2024;9;6;P.AZUCAR______220;220;59,95
2024;9;6;P.MONTT_______220;220;72,62
2024;9;6;QUILLOTA______220;220;64,43
2024;9;6;TARAPACA______220;220;66,14
2024;9;7;ATACAMA_______220;220;59,55
2024;9;7;CARDONES______220;220;55,81
2024;9;7;CHARRUA_______220;220;54,17
2024;9;7;CRUCERO_______220;220;60,25
2024;9;7;P.AZUCAR______220;220;55,29
2024;9;7;P.MONTT_______220;220;56,62
2024;9;7;QUILLOTA______220;220;57,21
2024;9;7;TARAPACA______220;220;64,70
2024;9;8;ATACAMA_______220;220;58,77
2024;9;8;CARDONES______220;220;57,39
2024;9;8;CHARRUA_______220;220;56,89
2024;9;8;CRUCERO_______220;220;57,51
2024;9;8;P.AZUCAR______220;220;58,53
2024;9;8;P.MONTT_______220;220;56,10
2024;9;8;QUILLOTA______220;220;53,23
2024;9;8;TARAPACA______220;220;57,69
2024;9;9;ATACAMA_______220;220;61,70
2024;9;9;CARDONES______220;220;59,95
2024;9;9;CHARRUA_______220;220;56,68
2024;9;9;CRUCERO_______220;220;61,90
2024;9;9;P.AZUCAR______220;220;59,05
2024;9;9;P.MONTT_______220;220;53,68
2024;9;9;QUILLOTA______220;220;59,87
2024;9;9;TARAPACA______220;220;65,74
2024;9;10;ATACAMA_______220;220;83,99
2024;9;10;CARDONES______220;220;78,79
2024;9;10;CHARRUA_______220;220;72,03
2024;9;10;CRUCERO_______220;220;82,97
2024;9;10;P.AZUCAR______220;220;76,61
2024;9;10;P.MONTT_______220;220;78,79
2024;9;10;QUILLOTA______220;220;75,28
2024;9;10;TARAPACA______220;220;87,26
2024;9;11;ATACAMA_______220;220;65,47
2024;9;11;CARDONES______220;220;63,07
2024;9;11;CHARRUA_______220;220;58,21
2024;9;11;CRUCERO_______220;220;65,45
2024;9;11;P.AZUCAR______220;220;61,95
2024;9;11;P.MONTT_______220;220;100,58
2024;9;11;QUILLOTA______220;220;61,53
2024;9;11;TARAPACA______220;220;68,99
2024;9;12;ATACAMA_______220;220;61,24
2024;9;12;CARDONES______220;220;58,02
2024;9;12;CHARRUA_______220;220;52,47
2024;9;12;CRUCERO_______220;220;60,73
2024;9;12;P.AZUCAR______220;220;56,80
2024;9;12;P.MONTT_______220;220;84,56
2024;9;12;QUILLOTA______220;220;56,18
2024;9;12;TARAPACA______220;220;74,44
2024;9;13;ATACAMA_______220;220;59,95
2024;9;13;CARDONES______220;220;56,57
2024;9;13;CHARRUA_______220;220;53,06
2024;9;13;CRUCERO_______220;220;59,24
2024;9;13;P.AZUCAR______220;220;55,60
2024;9;13;P.MONTT_______220;220;76,28
2024;9;13;QUILLOTA______220;220;56,51
2024;9;13;TARAPACA______220;220;57,77
2024;9;14;ATACAMA_______220;220;67,98
2024;9;14;CARDONES______220;220;64,40
2024;9;14;CHARRUA_______220;220;57,89
2024;9;14;CRUCERO_______220;220;67,34
2024;9;14;P.AZUCAR______220;220;62,95
